"Time (s)","Flow Rate"
"88.4","682"
"88.45","646"
"88.5","646"
"88.55","619"
"88.6","619"
"88.65","280"
"88.7","280"
"88.75","101"
"88.8","101"
"88.85","97"
"88.9","97"
"88.95","566"
"89","566"
"89.05","312"
"89.1","312"
"89.15","609"
"89.2","609"
"89.25","695"
"89.3","695"
"89.35","656"
"89.4","656"
"89.45","745"
"89.5","745"
"89.55","476"
"89.6","476"
"89.65","437"
"89.7","437"
"89.75","247"
"89.8","247"
"89.85","525"
"89.9","525"
"89.95","688"
"90","688"
"90.05","697"
"90.1","697"
"90.15","146"
"90.2","146"
"90.25","661"
"90.3","661"
"90.35","797"
"90.4","797"
"90.45","729"
"90.5","729"
"90.55","189"
"90.6","189"
"90.65","314"
"90.7","314"
"90.75","764"
"90.8","764"
"90.85","78"
"90.9","78"
"90.95","284"
"91","284"
"91.05","33"
"91.1","33"
"91.15","787"
"91.2","787"
"91.25","453"
"91.3","453"
"91.35","590"
"91.4","590"
"91.45","485"
"91.5","485"
"91.55","624"
"91.6","624"
"91.65","704"
"91.7","704"
"91.75","648"
"91.8","648"
"91.85","222"
"91.9","222"
"91.95","348"
"92","348"
"92.05","226"
"92.1","226"
"92.15","730"
"92.2","730"
"92.25","213"
"92.3","213"
"92.35","213"
"92.4","213"
"92.45","17"
"92.5","17"
"92.55","98"
"92.6","98"
"92.65","758"
"92.7","758"
"92.75","242"
"92.8","242"
"92.85","262"
"92.9","262"
"92.95","213"
"93","213"
"93.05","297"
"93.1","297"
"93.15","509"
"93.2","509"
"93.25","480"
"93.3","480"
"93.35","583"
"93.4","583"
"93.45","181"
"93.5","181"
"93.55","548"
"93.6","548"
"93.65","291"
"93.7","291"
"93.75","56"
"93.8","56"
"93.85","138"
"93.9","138"
"93.95","310"
"94","310"
"94.05","479"
"94.1","479"
"94.15","103"
"94.2","103"
"94.25","273"
"94.3","273"
"94.35","755"
"94.4","755"
"94.45","447"
"94.5","447"
"94.55","586"
"94.6","586"
"94.65","316"
"94.7","316"
"94.75","762"
"94.8","762"
"94.85","618"
"94.9","618"
"94.95","442"
"95","442"
"95.05","591"
"95.1","591"
"95.15","762"
"95.2","762"
"95.25","673"
"95.3","673"
"95.35","792"
"95.4","792"
"95.45","378"
"95.5","378"
"95.55","369"
"95.6","369"
"95.65","5"
"95.7","5"
"95.75","483"
"95.8","483"
"95.85","328"
"95.9","328"
"95.95","426"
"96","426"
"96.05","162"
"96.1","162"
"96.15","782"
"96.2","782"
"96.25","623"
"96.3","623"
"96.35","545"
"96.4","545"
"96.45","733"
"96.5","733"
"96.55","443"
"96.6","443"
"96.65","381"
"96.7","381"
"96.75","381"
"96.8","381"
"96.85","610"
"96.9","610"
"96.95","261"
"97","261"
"97.05","312"
"97.1","312"
"97.15","231"
"97.2","231"
"97.25","15"
"97.3","15"
"97.35","559"
"97.4","559"
"97.45","632"
"97.5","632"
"97.55","72"
"97.6","72"
"97.65","598"
"97.7","598"
"97.75","731"
"97.8","731"
"97.85","279"
"97.9","279"
"97.95","53"
"98","53"
"98.05","506"
"98.1","506"
"98.15","41"
"98.2","41"
"98.25","56"
"98.3","56"
"98.35","290"
"98.4","290"
"98.45","731"
"98.5","731"
"98.55","514"
"98.6","514"
"98.65","692"
"98.7","692"
"98.75","206"
"98.8","206"
"98.85","39"
"98.9","39"
"98.95","640"
"99","640"
"99.05","341"
"99.1","341"
"99.15","767"
"99.2","767"
"99.25","308"
"99.3","308"
"99.35","280"
"99.4","280"
"99.45","753"
"99.5","753"
"99.55","758"
"99.6","758"
"99.65","173"
"99.7","173"
"99.75","263"
"99.8","263"
"99.85","584"
"99.9","584"
"99.95","434"
"100","434"
"100.05","652"
"100.1","652"
"100.15","74"
"100.2","74"
"100.25","722"
"100.3","722"
"100.35","1"
"100.4","1"
"100.45","388"
"100.5","388"
"100.55","195"
"100.6","195"
"100.65","239"
"100.7","239"
"100.75","307"
"100.8","307"
"100.85","690"
"100.9","690"
"100.95","244"
"101","244"
"101.05","210"
"101.1","210"
"101.15","431"
"101.2","431"
"101.25","372"
"101.3","372"
"101.35","93"
"101.4","93"
"101.45","341"
"101.5","341"
"101.55","695"
"101.6","695"
"101.65","750"
"101.7","750"
"101.75","65"
"101.8","65"
"101.85","423"
"101.9","423"
"101.95","514"
"102","514"
"102.05","379"
"102.1","379"
"102.15","264"
"102.2","264"
"102.25","14"
"102.3","14"
"102.35","412"
"102.4","412"
"102.45","294"
"102.5","294"
"102.55","394"
"102.6","394"
"102.65","182"
"102.7","182"
"102.75","634"
"102.8","634"
"102.85","591"
"102.9","591"
"102.95","509"
"103","509"
"103.05","466"
"103.1","466"
"103.15","460"
"103.2","460"
"103.25","465"
"103.3","465"
"103.35","572"
"103.4","572"
"103.45","343"
"103.5","343"
"103.55","660"
"103.6","660"
"103.65","540"
"103.7","540"
"103.75","363"
"103.8","363"
"103.85","776"
"103.9","776"
"103.95","716"
"104","716"
"104.05","194"
"104.1","194"
"104.15","276"
"104.2","276"
"104.25","696"
"104.3","696"
"104.35","543"
"104.4","543"
"104.45","734"
"104.5","734"
"104.55","394"
"104.6","394"
"104.65","446"
"104.7","446"
"104.75","564"
"104.8","564"
"104.85","55"
"104.9","55"
"104.95","717"
"105","717"
"105.05","137"
"105.1","137"
"105.15","133"
"105.2","133"
"105.25","375"
"105.3","375"
"105.35","242"
"105.4","242"
"105.45","315"
"105.5","315"
"105.55","261"
"105.6","261"
"105.65","105"
"105.7","105"
"105.75","696"
"105.8","696"
"105.85","29"
"105.9","29"
"105.95","404"
"106","404"
"106.05","214"
"106.1","214"
"106.15","399"
"106.2","399"
"106.25","790"
"106.3","790"
"106.35","13"
"106.4","13"
"106.45","110"
"106.5","110"
"106.55","123"
"106.6","123"
"106.65","365"
"106.7","365"
"106.75","207"
"106.8","207"
"106.85","164"
"106.9","164"
"106.95","722"
"107","722"
"107.05","790"
"107.1","790"
"107.15","207"
"107.2","207"
"107.25","520"
"107.3","520"
"107.35","295"
"107.4","295"
"107.45","98"
"107.5","98"
"107.55","685"
"107.6","685"
"107.65","613"
"107.7","613"
"107.75","314"
"107.8","314"
"107.85","540"
"107.9","540"
"107.95","247"
"108","247"
"108.05","106"
"108.1","106"
"108.15","638"
"108.2","638"
"108.25","48"
"108.3","48"
"108.35","430"
"108.4","430"
"108.45","304"
"108.5","304"
"108.55","146"
"108.6","146"
"108.65","190"
"108.7","190"
"108.75","87"
"108.8","87"
"108.85","730"
"108.9","730"
"108.95","200"
"109","200"
"109.05","779"
"109.1","779"
"109.15","401"
"109.2","401"
"109.25","673"
"109.3","673"
"109.35","374"
"109.4","374"
"109.45","249"
"109.5","249"
"109.55","334"
"109.6","334"
"109.65","660"
"109.7","660"
"109.75","46"
"109.8","46"
"109.85","267"
"109.9","267"
"109.95","267"
"110","267"
"110.05","451"
"110.1","451"
"110.15","744"
"110.2","744"
"110.25","380"
"110.3","380"
"110.35","33"
"110.4","33"
"110.45","520"
"110.5","520"
"110.55","629"
"110.6","629"
"110.65","165"
"110.7","165"
"110.75","40"
"110.8","40"
"110.85","84"
"110.9","84"
"110.95","557"
"111","557"
"111.05","534"
"111.1","534"
"111.15","705"
"111.2","705"
"111.25","770"
"111.3","770"
"111.35","217"
"111.4","217"
"111.45","204"
"111.5","204"
"111.55","587"
"111.6","587"
"111.65","757"
"111.7","757"
"111.75","762"
"111.8","762"
"111.85","271"
"111.9","271"
"111.95","791"
"112","791"
"112.05","274"
"112.1","274"
"112.15","594"
"112.2","594"
"112.25","475"
"112.3","475"
"112.35","478"
"112.4","478"
"112.45","618"
"112.5","618"
"112.55","95"
"112.6","95"
"112.65","728"
"112.7","728"
"112.75","65"
"112.8","65"
"112.85","518"
"112.9","518"
"112.95","402"
"113","402"
"113.05","298"
"113.1","298"
"113.15","381"
"113.2","381"
"113.25","381"
"113.3","381"
"113.35","395"
"113.4","395"
"113.45","132"
"113.5","132"
"113.55","288"
"113.6","288"
"113.65","709"
"113.7","709"
"113.75","310"
"113.8","310"
"113.85","443"
"113.9","443"
"113.95","779"
"114","779"
"114.05","10"
"114.1","10"
"114.15","44"
"114.2","44"
"114.25","444"
"114.3","444"
"114.35","681"
"114.4","681"
"114.45","399"
"114.5","399"
"114.55","508"
"114.6","508"
"114.65","496"
"114.7","496"
"114.75","87"
"114.8","87"
"114.85","793"
"114.9","793"
"114.95","301"
"115","301"
"115.05","293"
"115.1","293"
"115.15","451"
"115.2","451"
"115.25","744"
"115.3","744"
"115.35","471"
"115.4","471"
"115.45","795"
"115.5","795"
"115.55","125"
"115.6","125"
"115.65","141"
"115.7","141"
"115.75","333"
"115.8","333"
"115.85","264"
"115.9","264"
"115.95","632"
"116","632"
"116.05","616"
"116.1","616"
"116.15","127"
"116.2","127"
"116.25","73"
"116.3","73"
"116.35","586"
"116.4","586"
"116.45","204"
"116.5","204"
"116.55","712"
"116.6","712"
"116.65","153"
"116.7","153"
"116.75","507"
"116.8","507"
"116.85","618"
"116.9","618"
"116.95","322"
"117","322"
"117.05","293"
"117.1","293"
"117.15","469"
"117.2","469"
"117.25","62"
"117.3","62"
"117.35","754"
"117.4","754"
"117.45","369"
"117.5","369"
"117.55","375"
"117.6","375"
"117.65","439"
"117.7","439"
"117.75","257"
"117.8","257"
"117.85","737"
"117.9","737"
"117.95","529"
"118","529"
"118.05","12"
"118.1","12"
"118.15","472"
"118.2","472"
"118.25","675"
"118.3","675"
"118.35","438"
"118.4","438"
"118.45","223"
"118.5","223"
"118.55","250"
"118.6","250"
"118.65","604"
"118.7","604"
"118.75","195"
"118.8","195"
"118.85","656"
"118.9","656"
"118.95","192"
"119","192"
"119.05","286"
"119.1","286"
"119.15","726"
"119.2","726"
"119.25","510"
"119.3","510"
"119.35","28"
"119.4","28"
"119.45","374"
"119.5","374"
"119.55","541"
"119.6","541"
"119.65","673"
"119.7","673"
"119.75","689"
"119.8","689"
"119.85","651"
"119.9","651"
"119.95","623"
"120","623"
"120.05","201"
"120.1","201"
"120.15","5"
"120.2","5"
"120.25","381"
"120.3","381"
"120.35","770"
"120.4","770"
"120.45","630"
"120.5","630"
"120.55","306"
"120.6","306"
"120.65","137"
"120.7","137"
"120.75","139"
"120.8","139"
"120.85","411"
"120.9","411"
"120.95","258"
"121","258"
"121.05","522"
"121.1","522"
"121.15","397"
"121.2","397"
"121.25","508"
"121.3","508"
"121.35","217"
"121.4","217"
"121.45","186"
"121.5","186"
"121.55","719"
"121.6","719"
"121.65","149"
"121.7","149"
"121.75","180"
"121.8","180"
"121.85","655"
"121.9","655"
"121.95","734"
"122","734"
"122.05","159"
"122.1","159"
"122.15","589"
"122.2","589"
"122.25","456"
"122.3","456"
"122.35","711"
"122.4","711"
"122.45","705"
"122.5","705"
"122.55","415"
"122.6","415"
"122.65","342"
"122.7","342"
"122.75","549"
"122.8","549"
"122.85","157"
"122.9","157"
"122.95","542"
"123","542"
"123.05","615"
"123.1","615"
"123.15","779"
"123.2","779"
"123.25","641"
"123.3","641"
"123.35","702"
"123.4","702"
"123.45","188"
"123.5","188"
"123.55","305"
"123.6","305"
"123.65","292"
"123.7","292"
"123.75","597"
"123.8","597"
"123.85","238"
"123.9","238"
"123.95","334"
"124","334"
"124.05","424"
"124.1","424"
"124.15","27"
"124.2","27"
"124.25","538"
"124.3","538"
"124.35","55"
"124.4","55"
"124.45","348"
"124.5","348"
"124.55","564"
"124.6","564"
"124.65","161"
"124.7","161"
"124.75","496"
"124.8","496"
"124.85","185"
"124.9","185"
"124.95","293"
"125","293"
"125.05","43"
"125.1","43"
"125.15","647"
"125.2","647"
"125.25","177"
"125.3","177"
"125.35","392"
"125.4","392"
"125.45","447"
"125.5","447"
"125.55","89"
"125.6","89"
"125.65","275"
"125.7","275"
"125.75","708"
"125.8","708"
"125.85","249"
"125.9","249"
"125.95","52"
"126","52"
"126.05","389"
"126.1","389"
"126.15","52"
"126.2","52"
"126.25","756"
"126.3","756"
"126.35","94"
"126.4","94"
"126.45","490"
"126.5","490"
"126.55","513"
"126.6","513"
"126.65","648"
"126.7","648"
"126.75","333"
"126.8","333"
"126.85","392"
"126.9","392"
"126.95","167"
"127","167"
"127.05","758"
"127.1","758"
"127.15","162"
"127.2","162"
"127.25","414"
"127.3","414"
"127.35","291"
"127.4","291"
"127.45","0"
"127.5","0"
"127.55","92"
"127.6","92"
"127.65","92"
"127.7","92"
"127.75","696"
"127.8","696"
"127.85","196"
"127.9","196"
"127.95","685"
"128","685"
"128.05","13"
"128.1","13"
"128.15","580"
"128.2","580"
"128.25","368"
"128.3","368"
"128.35","164"
"128.4","164"
"128.45","413"
"128.5","413"
"128.55","339"
"128.6","339"
"128.65","507"
"128.7","507"
"128.75","71"
"128.8","71"
"128.85","129"
"128.9","129"
"128.95","694"
"129","694"
"129.05","528"
"129.1","528"
"129.15","80"
"129.2","80"
"129.25","427"
"129.3","427"
"129.35","276"
"129.4","276"
"129.45","112"
"129.5","112"
"129.55","205"
"129.6","205"
"129.65","2"
"129.7","2"
"129.75","557"
"129.8","557"
"129.85","796"
"129.9","796"
"129.95","552"
"130","552"
"130.05","670"
"130.1","670"
"130.15","596"
"130.2","596"
"130.25","302"
"130.3","302"
"130.35","356"
"130.4","356"
"130.45","17"
"130.5","17"
"130.55","674"
"130.6","674"
"130.65","392"
"130.7","392"
"130.75","760"
"130.8","760"
"130.85","537"
"130.9","537"
"130.95","474"
"131","474"
"131.05","679"
"131.1","679"
"131.15","667"
"131.2","667"
"131.25","480"
"131.3","480"
"131.35","36"
"131.4","36"
"131.45","188"
"131.5","188"
"131.55","68"
"131.6","68"
"131.65","363"
"131.7","363"
"131.75","453"
"131.8","453"
"131.85","420"
"131.9","420"
"131.95","608"
"132","608"
"132.05","380"
"132.1","380"
"132.15","401"
"132.2","401"
"132.25","671"
"132.3","671"
"132.35","675"
"132.4","675"
"132.45","35"
"132.5","35"
"132.55","446"
"132.6","446"
"132.65","455"
"132.7","455"
"132.75","674"
"132.8","674"
"132.85","115"
"132.9","115"
"132.95","383"
"133","383"
"133.05","763"
"133.1","763"
"133.15","151"
"133.2","151"
"133.25","438"
"133.3","438"
"133.35","302"
"133.4","302"
"133.45","649"
"133.5","649"
"133.55","599"
"133.6","599"
"133.65","312"
"133.7","312"
"133.75","173"
"133.8","173"
"133.85","468"
"133.9","468"
"133.95","220"
"134","220"
"134.05","557"
"134.1","557"
"134.15","61"
"134.2","61"
"134.25","532"
"134.3","532"
"134.35","311"
"134.4","311"
"134.45","53"
"134.5","53"
"134.55","678"
"134.6","678"
"134.65","362"
"134.7","362"
"134.75","242"
"134.8","242"
"134.85","276"
"134.9","276"
"134.95","453"
"135","453"
"135.05","263"
"135.1","263"
"135.15","134"
"135.2","134"
"135.25","134"
"135.3","134"
"135.35","188"
"135.4","188"
"135.45","180"
"135.5","180"
"135.55","387"
"135.6","387"
"135.65","37"
"135.7","37"
"135.75","447"
"135.8","447"
"135.85","524"
"135.9","524"
"135.95","524"
"136","524"
"136.05","92"
"136.1","92"
"136.15","54"
"136.2","54"
"136.25","38"
"136.3","38"
"136.35","73"
"136.4","73"
"136.45","0"
"136.5","0"
"136.55","604"
"136.6","604"
"136.65","356"
"136.7","356"
"136.75","36"
"136.8","36"
"136.85","563"
"136.9","563"
"136.95","573"
"137","573"
"137.05","629"
"137.1","629"
"137.15","528"
"137.2","528"
"137.25","382"
"137.3","382"
"137.35","382"
"137.4","382"
"137.45","545"
"137.5","545"
"137.55","236"
"137.6","236"
"137.65","698"
"137.7","698"
"137.75","799"
"137.8","799"
"137.85","250"
"137.9","250"
"137.95","622"
"138","622"
"138.05","387"
"138.1","387"
"138.15","1"
"138.2","1"
"138.25","481"
"138.3","481"
"138.35","68"
"138.4","68"
"138.45","1"
"138.5","1"
"138.55","744"
"138.6","744"
"138.65","573"
"138.7","573"
"138.75","378"
"138.8","378"
"138.85","734"
"138.9","734"
"138.95","297"
"139","297"
"139.05","378"
"139.1","378"
"139.15","663"
"139.2","663"
"139.25","302"
"139.3","302"
"139.35","590"
"139.4","590"
"139.45","397"
"139.5","397"
"139.55","607"
"139.6","607"
"139.65","18"
"139.7","18"
"139.75","534"
"139.8","534"
"139.85","154"
"139.9","154"
"139.95","62"
"140","62"
"140.05","321"
"140.1","321"
"140.15","735"
"140.2","735"
"140.25","420"
"140.3","420"
"140.35","440"
"140.4","440"
"140.45","265"
"140.5","265"
"140.55","499"
"140.6","499"
"140.65","27"
"140.7","27"
"140.75","370"
"140.8","370"
"140.85","235"
"140.9","235"
"140.95","443"
"141","443"
"141.05","322"
"141.1","322"
"141.15","198"
"141.2","198"
"141.25","760"
"141.3","760"
"141.35","449"
"141.4","449"
"141.45","559"
"141.5","559"
"141.55","784"
"141.6","784"
"141.65","695"
"141.7","695"
"141.75","285"
"141.8","285"
"141.85","77"
"141.9","77"
"141.95","445"
"142","445"
"142.05","58"
"142.1","58"
"142.15","522"
"142.2","522"
"142.25","88"
"142.3","88"
"142.35","700"
"142.4","700"
"142.45","289"
"142.5","289"
"142.55","368"
"142.6","368"
"142.65","404"
"142.7","404"
"142.75","296"
"142.8","296"
"142.85","33"
"142.9","33"
"142.95","429"
"143","429"
"143.05","170"
"143.1","170"
"143.15","371"
"143.2","371"
"143.25","121"
"143.3","121"
"143.35","619"
"143.4","619"
"143.45","31"
"143.5","31"
"143.55","156"
"143.6","156"
"143.65","142"
"143.7","142"
"143.75","444"
"143.8","444"
"143.85","458"
"143.9","458"
"143.95","142"
"144","142"
"144.05","649"
"144.1","649"
"144.15","280"
"144.2","280"
"144.25","128"
"144.3","128"
"144.35","75"
"144.4","75"
"144.45","799"
"144.5","799"
"144.55","243"
"144.6","243"
"144.65","113"
"144.7","113"
"144.75","332"
"144.8","332"
"144.85","623"
"144.9","623"
"144.95","787"
"145","787"
"145.05","134"
"145.1","134"
"145.15","261"
"145.2","261"
"145.25","270"
"145.3","270"
"145.35","270"
"145.4","270"
"145.45","373"
"145.5","373"
"145.55","3"
"145.6","3"
"145.65","517"
"145.7","517"
"145.75","778"
"145.8","778"
"145.85","592"
"145.9","592"
"145.95","77"
"146","77"
"146.05","623"
"146.1","623"
"146.15","30"
"146.2","30"
"146.25","724"
"146.3","724"
"146.35","40"
"146.4","40"
"146.45","177"
"146.5","177"
"146.55","44"
"146.6","44"
"146.65","43"
"146.7","43"
"146.75","702"
"146.8","702"
"146.85","73"
"146.9","73"
"146.95","201"
"147","201"
"147.05","1"
"147.1","1"
"147.15","546"
"147.2","546"
"147.25","481"
"147.3","481"
"147.35","403"
"147.4","403"
"147.45","435"
"147.5","435"
"147.55","484"
"147.6","484"
"147.65","234"
"147.7","234"
"147.75","626"
"147.8","626"
"147.85","500"
"147.9","500"
"147.95","216"
"148","216"
"148.05","767"
"148.1","767"
"148.15","448"
"148.2","448"
"148.25","389"
"148.3","389"
"148.35","601"
"148.4","601"
"148.45","47"
"148.5","47"
"148.55","142"
"148.6","142"
"148.65","512"
"148.7","512"
"148.75","585"
"148.8","585"
"148.85","268"
"148.9","268"
"148.95","287"
"149","287"
"149.05","661"
"149.1","661"
"149.15","411"
"149.2","411"
"149.25","238"
"149.3","238"
"149.35","325"
"149.4","325"
"149.45","289"
"149.5","289"
"149.55","442"
"149.6","442"
"149.65","404"
"149.7","404"
"149.75","354"
"149.8","354"
"149.85","700"
"149.9","700"
"149.95","127"
"150","127"
"150.05","61"
"150.1","61"
"150.15","792"
"150.2","792"
"150.25","736"
"150.3","736"
"150.35","449"
"150.4","449"
"150.45","202"
"150.5","202"
"150.55","440"
"150.6","440"
"150.65","705"
"150.7","705"
"150.75","155"
"150.8","155"
"150.85","78"
"150.9","78"
"150.95","363"
"151","363"
"151.05","755"
"151.1","755"
"151.15","599"
"151.2","599"
"151.25","603"
"151.3","603"
"151.35","610"
"151.4","610"
"151.45","368"
"151.5","368"
"151.55","732"
"151.6","732"
"151.65","392"
"151.7","392"
"151.75","11"
"151.8","11"
"151.85","256"
"151.9","256"
"151.95","25"
"152","25"
"152.05","110"
"152.1","110"
"152.15","391"
"152.2","391"
"152.25","117"
"152.3","117"
"152.35","161"
"152.4","161"
"152.45","373"
"152.5","373"
"152.55","743"
"152.6","743"
"152.65","258"
"152.7","258"
"152.75","92"
"152.8","92"
"152.85","679"
"152.9","679"
"152.95","232"
"153","232"
"153.05","714"
"153.1","714"
"153.15","462"
"153.2","462"
"153.25","520"
"153.3","520"
"153.35","28"
"153.4","28"
"153.45","335"
"153.5","335"
"153.55","33"
"153.6","33"
"153.65","446"
"153.7","446"
"153.75","84"
"153.8","84"
"153.85","652"
"153.9","652"
"153.95","225"
"154","225"
"154.05","270"
"154.1","270"
"154.15","694"
"154.2","694"
"154.25","58"
"154.3","58"
"154.35","374"
"154.4","374"
"154.45","794"
"154.5","794"
"154.55","246"
"154.6","246"
"154.65","279"
"154.7","279"
"154.75","116"
"154.8","116"
"154.85","257"
"154.9","257"
"154.95","752"
"155","752"
"155.05","178"
"155.1","178"
"155.15","587"
"155.2","587"
"155.25","233"
"155.3","233"
"155.35","739"
"155.4","739"
"155.45","497"
"155.5","497"
"155.55","535"
"155.6","535"
"155.65","557"
"155.7","557"
"155.75","617"
"155.8","617"
"155.85","502"
"155.9","502"
"155.95","584"
"156","584"
"156.05","753"
"156.1","753"
"156.15","333"
"156.2","333"
"156.25","644"
"156.3","644"
"156.35","56"
"156.4","56"
"156.45","175"
"156.5","175"
"156.55","175"
"156.6","175"
"156.65","756"
"156.7","756"
"156.75","179"
"156.8","179"
"156.85","293"
"156.9","293"
"156.95","387"
"157","387"
"157.05","374"
"157.1","374"
"157.15","149"
"157.2","149"
"157.25","156"
"157.3","156"
"157.35","77"
"157.4","77"
"157.45","275"
"157.5","275"
"157.55","482"
"157.6","482"
"157.65","77"
"157.7","77"
"157.75","18"
"157.8","18"
"157.85","606"
"157.9","606"
"157.95","609"
"158","609"
"158.05","73"
"158.1","73"
"158.15","417"
"158.2","417"
"158.25","745"
"158.3","745"
"158.35","671"
"158.4","671"
"158.45","78"
"158.5","78"
"158.55","183"
"158.6","183"
"158.65","696"
"158.7","696"
"158.75","9"
"158.8","9"
"158.85","334"
"158.9","334"
"158.95","35"
"159","35"
"159.05","222"
"159.1","222"
"159.15","210"
"159.2","210"
"159.25","117"
"159.3","117"
"159.35","596"
"159.4","596"
"159.45","319"
"159.5","319"
"159.55","307"
"159.6","307"
"159.65","371"
"159.7","371"
"159.75","440"
"159.8","440"
"159.85","39"
"159.9","39"
"159.95","39"
"160","39"
"160.05","80"
"160.1","80"
"160.15","245"
"160.2","245"
"160.25","78"
"160.3","78"
"160.35","80"
"160.4","80"
"160.45","394"
"160.5","394"
"160.55","227"
"160.6","227"
"160.65","196"
"160.7","196"
"160.75","63"
"160.8","63"
"160.85","267"
"160.9","267"
"160.95","352"
"161","352"
"161.05","555"
"161.1","555"
"161.15","530"
"161.2","530"
"161.25","90"
"161.3","90"
"161.35","32"
"161.4","32"
"161.45","232"
"161.5","232"
"161.55","141"
"161.6","141"
"161.65","454"
"161.7","454"
"161.75","625"
"161.8","625"
"161.85","101"
"161.9","101"
"161.95","724"
"162","724"
"162.05","203"
"162.1","203"
"162.15","116"
"162.2","116"
"162.25","298"
"162.3","298"
"162.35","113"
"162.4","113"
"162.45","175"
"162.5","175"
"162.55","552"
"162.6","552"
"162.65","78"
"162.7","78"
"162.75","60"
"162.8","60"
"162.85","448"
"162.9","448"
"162.95","571"
"163","571"
"163.05","689"
"163.1","689"
"163.15","0"
"163.2","0"
"163.25","299"
"163.3","299"
"163.35","556"
"163.4","556"
"163.45","198"
"163.5","198"
"163.55","500"
"163.6","500"
"163.65","693"
"163.7","693"
"163.75","239"
"163.8","239"
"163.85","784"
"163.9","784"
"163.95","185"
"164","185"
"164.05","148"
"164.1","148"
"164.15","83"
"164.2","83"
"164.25","748"
"164.3","748"
"164.35","495"
"164.4","495"
"164.45","66"
"164.5","66"
"164.55","280"
"164.6","280"
"164.65","170"
"164.7","170"
"164.75","79"
"164.8","79"
"164.85","203"
"164.9","203"
"164.95","387"
"165","387"
"165.05","342"
"165.1","342"
"165.15","51"
"165.2","51"
"165.25","235"
"165.3","235"
"165.35","674"
"165.4","674"
"165.45","350"
"165.5","350"
"165.55","19"
"165.6","19"
"165.65","9"
"165.7","9"
"165.75","647"
"165.8","647"
"165.85","544"
"165.9","544"
"165.95","755"
"166","755"
"166.05","187"
"166.1","187"
"166.15","165"
"166.2","165"
"166.25","481"
"166.3","481"
"166.35","358"
"166.4","358"
"166.45","419"
"166.5","419"
"166.55","367"
"166.6","367"
"166.65","158"
"166.7","158"
"166.75","205"
"166.8","205"
"166.85","45"
"166.9","45"
"166.95","525"
"167","525"
"167.05","286"
"167.1","286"
"167.15","407"
"167.2","407"
"167.25","428"
"167.3","428"
"167.35","785"
"167.4","785"
"167.45","27"
"167.5","27"
"167.55","146"
"167.6","146"
"167.65","472"
"167.7","472"
"167.75","506"
"167.8","506"
"167.85","395"
"167.9","395"
"167.95","199"
"168","199"
"168.05","122"
"168.1","122"
"168.15","573"
"168.2","573"
"168.25","635"
"168.3","635"
"168.35","348"
"168.4","348"
"168.45","102"
"168.5","102"
"168.55","548"
"168.6","548"
"168.65","66"
"168.7","66"
"168.75","89"
"168.8","89"
"168.85","340"
"168.9","340"
"168.95","263"
"169","263"
"169.05","418"
"169.1","418"
"169.15","791"
"169.2","791"
"169.25","514"
"169.3","514"
"169.35","347"
"169.4","347"
"169.45","358"
"169.5","358"
"169.55","365"
"169.6","365"
"169.65","647"
"169.7","647"
"169.75","737"
"169.8","737"
"169.85","727"
"169.9","727"
"169.95","792"
"170","792"
"170.05","547"
"170.1","547"
"170.15","767"
"170.2","767"
"170.25","453"
"170.3","453"
"170.35","461"
"170.4","461"
"170.45","378"
"170.5","378"
"170.55","427"
"170.6","427"
"170.65","197"
"170.7","197"
"170.75","93"
"170.8","93"
"170.85","613"
"170.9","613"
"170.95","330"
"171","330"
"171.05","241"
"171.1","241"
"171.15","212"
"171.2","212"
"171.25","88"
"171.3","88"
"171.35","88"
"171.4","88"
"171.45","631"
"171.5","631"
"171.55","109"
"171.6","109"
"171.65","268"
"171.7","268"
"171.75","443"
"171.8","443"
"171.85","602"
"171.9","602"
"171.95","268"
"172","268"
"172.05","762"
"172.1","762"
"172.15","269"
"172.2","269"
"172.25","49"
"172.3","49"
"172.35","364"
"172.4","364"
"172.45","326"
"172.5","326"
"172.55","597"
"172.6","597"
"172.65","161"
"172.7","161"
"172.75","0"
"172.8","0"
"172.85","170"
"172.9","170"
"172.95","229"
"173","229"
"173.05","284"
"173.1","284"
"173.15","583"
"173.2","583"
"173.25","548"
"173.3","548"
"173.35","59"
"173.4","59"
"173.45","641"
"173.5","641"
"173.55","46"
"173.6","46"
"173.65","708"
"173.7","708"
"173.75","637"
"173.8","637"
"173.85","197"
"173.9","197"
"173.95","645"
"174","645"
"174.05","675"
"174.1","675"
"174.15","573"
"174.2","573"
"174.25","779"
"174.3","779"
"174.35","112"
"174.4","112"
"174.45","177"
"174.5","177"
"174.55","458"
"174.6","458"
"174.65","436"
"174.7","436"
"174.75","303"
"174.8","303"
"174.85","243"
"174.9","243"
"174.95","54"
"175","54"
"175.05","251"
"175.1","251"
"175.15","462"
"175.2","462"
"175.25","614"
"175.3","614"
"175.35","240"
"175.4","240"
"175.45","516"
"175.5","516"
"175.55","365"
"175.6","365"
"175.65","595"
"175.7","595"
"175.75","657"
"175.8","657"
"175.85","625"
"175.9","625"
"175.95","692"
"176","692"
"176.05","145"
"176.1","145"
"176.15","204"
"176.2","204"
"176.25","285"
"176.3","285"
"176.35","434"
"176.4","434"
"176.45","509"
"176.5","509"
"176.55","134"
"176.6","134"
"176.65","608"
"176.7","608"
"176.75","377"
"176.8","377"
"176.85","406"
